period,stock_id,vendor,data_type,report_index,report_index_description,report_index_standard,report_index_value,report_index_analysis,report_index_note,report_score,report_signal,report_score_detail,report_score_summary,report_risk
2025Q4,3715,定穎投控,2,,,,,,,28,紅燈,"償債能力：利息保障倍數、流動比、速動比、負債對淨值比率、負債總額等指標顯示短期與長期償債能力均偏弱，財務風險高。
資金流動性：現金比雖高，但現金流量比為負，應收帳款及存貨週轉速度慢，資金回收困難，流動性風險大。
獲利能力：營業利益率、毛利率、稅後淨利率、每股盈餘等均明顯低於標準，且盈餘年成長率大幅衰退，顯示營運壓力沉重。
資本結構：股東權益比率偏低，負債比率高，資本結構不佳，未來面臨再融資壓力。",公司多數財務指標明顯劣於一般標準，僅現金比、部分負債結構尚屬合理，整體財務風險極高，因此評分僅28分，屬於紅燈區間，需高度關注財務結構與現金流動性改善。,定穎投控公司2025Q4整體財務狀況不佳，主要風險包括：存貨與應收帳款積壓嚴重，現金流量為負，償債能力與資本結構均偏弱，獲利能力大幅下滑。最重要的風險在於資金流動性與高負債結構，若營運未能改善，將面臨資金斷鏈與再融資困難。建議加強存貨與應收帳款管理，提升資產週轉效率，積極降低負債比率，並尋求提升營運現金流與獲利能力的策略，以改善整體財務體質。
2025Q4,2347,聯強,2,,,,,,,54,黃燈,"公司在資產運用效率（固定資產週轉率、總資產週轉率）及短期償債能力（流動比、速動比）方面表現優異，顯示營運效率與短期資金調度能力良好。
存貨與應收帳款水準偏高，週轉率偏低，顯示資金回收與庫存管理需加強，可能增加營運風險。
獲利能力（毛利率、營業利益率、稅後淨利率、股東權益報酬率）普遍低於標準，且每股盈餘成長率為負，需關注營運成長動能不足的問題。
負債比率偏高（負債對淨值比率、負債總額），現金流量比為負，顯示財務槓桿壓力較大，短期現金流存在風險。",公司在資產運用與短期償債能力具備優勢，但獲利能力、現金流量、資金回收效率及財務槓桿均有明顯壓力，整體評分為54分，屬於黃燈區間，須積極改善營運與財務結構。,聯強公司2025Q4財務狀況顯示，雖然資產運用效率與短期償債能力良好，但存貨與應收帳款水準偏高，現金流量為負，顯示資金回收與庫存管理需加強。獲利能力低於標準，且負債比率偏高，財務槓桿壓力大。最重要的風險為現金流與獲利能力不足，建議強化存貨與應收帳款管理、提升獲利能力，並適度降低負債比率，以降低財務風險並提升整體體質。
2025Q4,3022,威強電,2,,,,,,,56,黃燈,"流動性指標（流動比、速動比、現金比）均遠高於標準，顯示短期償債能力極佳，但現金閒置可能影響資產運用效率。
存貨與應收帳款相關指標（存貨佔營收比率、存貨週轉率、應收帳款佔營收比率、應收帳款週轉率）皆明顯劣於標準，顯示資金周轉效率不佳，營運資金壓力大。
獲利能力指標（營業利益率、EPS年成長率、資產報酬率、股東權益報酬率）多數低於標準，反映獲利能力與成長性下滑。
財務結構健全（負債比率、股東權益比率、利息保障倍數等），顯示長期償債風險低，資本結構穩健。",雖然公司短期償債能力極佳、財務結構穩健，但營運資金周轉效率明顯偏低，且獲利能力下滑，導致評分僅為56分，屬於黃燈區間，需密切關注營運效率與獲利能力的改善。,威強電公司2025Q4財務結構穩健，短期償債能力極佳，負債比率低，長期財務風險不大。然而，存貨與應收帳款週轉效率明顯偏低，導致營運資金壓力大，且現金流量出現負值，反映營運現金流狀況不佳。此外，獲利能力與成長性指標下滑，EPS成長率為負，營業利益率偏低，未來若營運效率無法改善，將影響公司長期競爭力。建議公司加強存貨及應收帳款管理，提升資產運用效率，並積極改善營運現金流，以降低營運風險並恢復獲利成長動能。
2025Q4,2375,凱美,2,,,,,,,48,黃燈,"短期償債能力佳：流動比、速動比、現金比、負債比等指標均優於標準，顯示短期償債壓力低。
存貨與應收帳款壓力大：存貨及應收帳款相關指標嚴重劣於標準，流動資產品質不佳。
獲利能力下滑：營業利益率、毛利率、稅後淨利率、每股盈餘及成長率均低於標準，顯示本業與最終獲利能力皆有下滑。
資本結構穩健但資產運用效率低：股東權益比率高、負債低，惟資產週轉率與資產報酬率偏低，資產運用效益需提升。",公司短期償債能力與財務結構穩健，但存貨、應收帳款積壓嚴重且獲利能力下滑，整體風險偏高，故評分48分，屬於黃燈區間。,凱美公司2025Q4財務結構穩健，短期償債能力強，長期負債為零，顯示無立即性財務危機。然而，存貨與應收帳款占營收比率極高且週轉率偏低，顯示公司資金大量積壓於存貨與應收帳款，流動資產品質不佳，恐導致現金流進一步惡化。此外，獲利能力明顯下滑，若未及時改善存貨及應收帳款管理，將嚴重影響公司營運。建議公司加強存貨管理、提升收現效率，並積極改善本業獲利能力，以降低財務風險。
2025Q4,2354,鴻準,2,,,,,,,56,黃燈,"短期償債能力極佳：流動比、速動比、現金比、負債比率等均遠優於一般標準。
資產運用效率高：固定資產週轉率、存貨週轉率表現優異，資產結構穩健。
獲利能力偏弱：營業毛利率、營業利益率、稅後淨利率、資產報酬率等皆低於標準。
收款風險高：應收帳款佔營收比率過高、週轉率偏低，現金流量比為負值，營運現金流不足。",鴻準公司在資本結構與短期償債能力方面表現優異，但獲利能力、現金流量及應收帳款管理存在明顯弱點，整體評分為56分，屬於黃燈區，需注意營運現金流與獲利改善。,鴻準公司雖然資本結構穩健、短期償債能力優異，但最大風險在於應收帳款佔營收比率過高、週轉率偏低，顯示收款效率不佳，且現金流量比為負值，營運現金流不足。獲利能力亦偏弱，可能影響未來成長與資本回報。建議加強應收帳款管理、提升收款效率，並著重提升營運獲利能力與現金流量，以降低財務風險。
2025Q4,5471,松翰,2,,,,,,,55,黃燈,"流動比、速動比、現金比、股東權益總額等短期償債與財務結構指標均遠優於標準，顯示公司資金流動性極佳，財務風險低。
存貨佔營收比率、存貨週轉率、應收帳款佔營收比率等營運效率指標明顯劣於標準，顯示庫存積壓與收款風險需高度關注。
營業利益率、稅後淨利率、資產報酬率、股東權益報酬率等獲利能力指標偏低，顯示公司本業獲利能力不足，長期競爭力存疑。
負債比率、負債對淨值比率等財務風險指標均優於標準，整體財務結構穩健，但業外損益佔營收比率略高需注意非本業影響。",雖然公司短期償債能力與財務結構極佳，資金流動性充足，財務風險低，但營運效率與獲利能力指標明顯偏弱，庫存積壓與收款風險高，整體評分為55分，屬於黃燈區，需積極改善營運與獲利能力。,松翰公司2025Q4財務結構穩健，短期償債能力極佳，負債比率低，現金流充足，但營運效率與獲利能力明顯不足，特別是存貨佔營收比率過高、存貨週轉率偏低、應收帳款比例高，顯示庫存積壓與收款風險。最重要的風險為庫存管理與本業獲利能力不足，建議公司加強存貨管理、提升營運效率、優化產品組合，並積極改善本業獲利能力以提升長期競爭力。
2025Q4,2492,華新科技,2,,,,,,,54,黃燈,"流動比、速動比、現金比、負債比等短期與長期償債能力指標均優於或符合標準，顯示公司短期財務結構穩健。
存貨、應收帳款相關指標嚴重偏離標準，顯示營運資金管理不佳，流動性風險高。
獲利能力指標（如營業利益率、毛利率、資產報酬率、ROE）多數低於標準，顯示本業競爭力與資產運用效率不足。
業外損益佔比較高，獲利結構不穩定，且每股盈餘年成長率為負，需關注未來成長動能。",公司在財務結構與償債能力上表現良好，但營運資金管理、資產運用效率及本業獲利能力明顯不足，導致整體評分僅為54分，屬於需密切關注的黃燈區間。,華新科技2025Q4財報顯示，償債能力與資本結構穩健，但營運資金管理（存貨、應收帳款）與本業獲利能力明顯不足，為財務最大風險。高存貨與應收帳款比率將導致資金周轉困難，增加壞帳與存貨跌價損失風險。建議強化存貨管理、加速應收帳款回收、提升本業獲利能力，並降低對業外損益的依賴，以改善財務體質並提升未來競爭力。
2025Q4,3032,偉訓,2,,,,,,,18,紅燈,"償債能力極差：利息保障倍數、流動比、速動比、現金流量比、負債對淨值比率、負債總額等指標均遠低於標準，顯示短期與長期償債能力皆不足。
獲利能力嚴重衰退：每股稅後盈餘、稅後淨利率、股東權益報酬率、資產報酬率等皆為負值，反映公司出現重大虧損。
資金回收效率低：應收帳款佔營收比率、應收帳款週轉率、存貨週轉率等指標顯示資金回收速度慢，資金流動性風險高。
資本結構不健康：股東權益總額偏低、負債對淨值比率過高，資本結構極度不健康，風險極大。",偉訓公司2025Q4財務指標多數遠低於一般標準，僅有固定資產週轉率、應付帳款、長期負債符合或優於標準，其餘指標皆顯示公司償債能力、獲利能力、資金流動性及資本結構皆處於極度危險狀態，因此評分僅18分，屬於紅燈等級。,偉訓公司2025Q4財務狀況極度惡化，最重要的風險在於償債能力與獲利能力的全面崩潰，負債過高且現金流量極度不足，資本結構嚴重失衡。建議公司立即進行資本重整、削減不必要支出、加速資產變現與回收應收帳款，並積極尋求外部資金或策略合作，以避免財務危機進一步惡化。
2025Q4,2481,強茂,2,,,,,,,54,黃燈,"流動比、速動比、現金比等短期償債指標皆優於標準，顯示短期償債能力強。
存貨、應收帳款相關指標嚴重劣於標準，顯示營運資金管理風險高。
獲利能力指標如稅後淨利率、毛利率表現良好，但營業利益率、資產報酬率、總資產週轉率偏低，反映本業獲利與資產運用效率不足。
資本結構健全，負債比率、權益比率均優於標準，財務槓桿風險低。",公司在財務結構及短期償債能力表現優異，獲利成長力強，但營運資金管理不佳（存貨、應收帳款壓力大），本業獲利及資產運用效率需改善，因此給予54分，屬於黃燈區間，需密切關注營運資金與本業獲利能力。,強茂公司目前財務結構穩健，短期償債能力強，現金充足，負債壓力低，屬於資本結構良好企業。但營運資金管理風險極高，存貨及應收帳款佔營收比重過高且週轉速度偏慢，恐導致資金積壓與壞帳風險，影響現金流與獲利能力。建議公司加強存貨控管、提升應收帳款收現效率，並強化本業獲利與資產運用效率，以降低營運風險，提升整體財務體質。
2025Q4,6913,鴻呈,2,,,,,,,58,黃燈,"流動性與償債能力指標（如流動比、速動比、現金比、現金流量比）皆優於標準，顯示公司短期財務壓力小。
資本結構指標（股東權益總額、負債對淨值比率、負債總額、長期負債）皆符合或優於標準，資本結構穩健。
獲利能力及成長性指標（每股稅後盈餘、EPS年成長率、營業利益率、稅後淨利率、資產報酬率、股東權益報酬率）多數低於標準，顯示獲利能力明顯下滑。
營運效率指標（應收帳款週轉率、存貨佔營收比率、總資產週轉率）多數劣於標準，應收帳款與存貨壓力大，營運資金管理需改善。",公司短期償債能力與資本結構表現良好，但獲利能力、成長性及營運效率明顯低於標準，整體評分為58分，屬於黃燈，需注意營運與獲利風險。,鴻呈公司2025Q4財務狀況顯示短期償債能力與資本結構穩健，但最大風險來自於應收帳款佔營收比率過高與週轉率偏低，顯示收款速度緩慢且資金回收困難，搭配存貨佔營收比率偏高，營運資金壓力大。此外，獲利能力及成長性指標明顯下滑，EPS年成長率大幅負成長，需警惕未來獲利持續下滑風險。建議公司加強應收帳款管理、加速資金回收，並檢討營運策略以提升獲利能力，避免財務風險擴大。
2025Q4,8111,立碁,2,,,,,,,52,黃燈,"短期償債能力極佳：流動比、速動比、現金比、現金流量比等均優於標準，顯示資金充足。
資本結構穩健：股東權益總額、負債對淨值比率、長期負債等指標均符合或優於標準，財務安全。
營運效率與獲利能力偏弱：存貨、應收帳款週轉率、總資產週轉率、資產報酬率、股東權益報酬率等多項指標低於標準，營運效率與獲利能力不足。
營收品質與業外損益風險：應收帳款佔營收比率、業外損益佔營收比率過高，營收品質不佳且營運穩定性不足。",儘管立碁公司在資本結構與短期償債能力方面表現優異，但營運效率、獲利能力及營收品質存在明顯風險，導致評分僅為52分，屬於黃燈區間，需積極改善營運與收款效率。,立碁公司2025Q4財務狀況整體穩健，短期償債能力與資本結構優異，無長期負債壓力。然而，營運效率、獲利能力及收款品質明顯不足，存貨與應收帳款積壓、業外損益占比過高，顯示營收品質與營運穩定性風險。建議公司加強存貨管理、提升應收帳款回收效率、改善營運獲利能力，並降低業外損益對營收的依賴，以提升整體財務健康度。
2025Q4,6835,圓裕,2,,,,,,,34,紅燈,"圓裕公司在獲利能力指標（如每股稅後盈餘、營業利益率、稅後淨利率、資產報酬率、股東權益報酬率）均明顯低於標準，顯示營運獲利能力極弱。
流動性指標（如流動比、速動比、現金比）表現優異，短期償債能力強，但現金流量比低於標準，營運現金流入不足。
應收帳款與存貨相關指標（如應收帳款週轉率、存貨週轉率、存貨佔營收比率）皆明顯劣於標準，資金壓力大且營運效率低落。
負債結構尚可，長短期負債比率均在合理範圍，但財務槓桿過高（負債對淨值比率超標），且利息保障倍數極低，償債風險極高。",圓裕公司雖然短期償債能力強，資本結構尚可，但整體營運效率與獲利能力極差，且資金回收與存貨管理問題嚴重，利息保障倍數極低，財務風險極高，故評分偏低。,圓裕公司2025Q4的財務狀況顯示，最嚴重的風險在於獲利能力與資金回收效率極差，應收帳款與存貨壓力巨大，導致現金流量緊張，且利息保障倍數極低，償債風險極高。建議公司應加強應收帳款催收、優化存貨管理、控制成本並提升營運效率，同時積極改善獲利結構，以降低財務風險，避免現金流斷裂與債務違約風險。
2025Q4,3338,泰碩,2,,,,,,,55,黃燈,"短期償債能力極佳：流動比、速動比、現金比、現金流量比皆遠高於標準，顯示公司短期財務安全。
資本結構穩健：股東權益總額、負債對淨值比率、負債總額等指標皆符合或優於標準，整體財務風險低。
獲利與成長能力不足：每股盈餘、盈餘成長率、淨利率、資產報酬率、股東權益報酬率皆明顯低於標準，需關注營運績效。
營運效率與收款風險：應收帳款佔營收比率過高、週轉率偏低，存貨佔營收比率也偏高，營運資金回收效率不佳，風險需改善。",雖然泰碩公司短期償債能力與資本結構表現優異，但獲利能力、營運效率及成長性明顯不足，且應收帳款與存貨壓力大，故評分為55分，屬於黃燈區間，需持續改善營運績效與資金回收效率。,泰碩公司2025Q4財務狀況顯示短期償債能力與資本結構穩健，但獲利能力、成長性及營運效率皆偏弱，尤其應收帳款佔營收比率過高、週轉率偏低，資金回收效率不佳，存貨壓力亦大。最重要的風險為營運績效低落與資金回收緩慢，建議加強營運管理、提升產品獲利能力、改善收款流程並有效控管存貨，以降低財務風險並提升整體績效。
2025Q4,2324,仁寶,2,,,,,,,38,紅燈,"流動性指標多數低於標準，如流動比、速動比、現金流量比，顯示短期償債能力偏弱。
獲利能力指標全面低於標準，包括每股盈餘、營業利益率、毛利率、淨利率，獲利能力明顯不足。
資本結構偏高負債，負債對淨值比率、負債總額均高於標準，資本結構風險大。
應收帳款佔營收比率極高且週轉率低，顯示收款風險與資金回收壓力。",仁寶公司雖資產運用效率佳，但流動性、獲利能力及資本結構均有明顯弱點，且應收帳款與存貨積壓風險大，故評分僅38分，屬高風險紅燈。,仁寶公司2025Q4財務狀況顯示流動性不足、獲利能力低落、資本結構偏高負債，最重要的風險為應收帳款過高、回收速度慢與現金流量負值，可能造成資金斷鏈。建議加強收款管理、加速存貨週轉、提升產品毛利率及獲利能力，並逐步降低負債比率，以改善財務體質。
2025Q4,1303,南亞,2,,,,,,,43,黃燈,"流動比、現金比、股東權益總額、負債對淨值比率等指標均優於標準，顯示資本結構穩健，短期償債能力佳。
存貨佔營收比率、應收帳款佔營收比率、現金流量比、營業毛利率、營業利益率等指標明顯劣於標準，反映營運效率與獲利能力有待提升。
每股稅後盈餘年成長率極高，但每股稅後盈餘本身偏低，顯示獲利基礎仍需強化。
現金流量比為負，存貨與應收帳款積壓，資金流動性風險高，需加強營運資金管理。",雖然南亞公司在資本結構與短期償債能力方面表現良好，但營運效率與資金流動性指標多數劣於標準，獲利能力偏弱，現金流量風險高，因此評分為43分，屬於黃燈區。,南亞公司2025Q4財務狀況顯示營運資金管理與獲利能力存在明顯風險。存貨與應收帳款積壓嚴重，現金流量為負，營業毛利率及利益率偏低，若未改善營運效率與資金回收，將影響公司未來現金流與獲利。建議加強存貨管理、提升應收帳款回收速度，並優化營運流程以提升毛利率與營業利益率，減緩資金流動性風險。
2025Q4,3023,信邦,2,,,,,,,57,黃燈,"短期償債能力指標（流動比、速動比、現金比、流動負債等）表現優異，顯示公司短期財務安全。
存貨與應收帳款相關指標（存貨佔營收比率、存貨週轉率、應收帳款佔營收比率、應收帳款週轉率）明顯劣於標準，營運資金管理有重大風險。
獲利能力指標（每股盈餘年成長率、營業利益率、稅後淨利率、資產報酬率、股東權益報酬率）多數低於標準，顯示獲利能力下滑。
資本結構指標（股東權益總額、負債對淨值比率、長期負債）整體穩健，負債壓力適中，長期負債極低。",雖然信邦公司在短期償債能力及資本結構上表現良好，但營運資金管理（存貨與應收帳款）及獲利能力明顯低於標準，導致評分僅為57分，屬於黃燈區間，需高度注意營運效率與獲利能力的改善。,信邦公司2025Q4財務狀況顯示，短期償債能力及資本結構穩健，現金充足且長期負債極低。然而，存貨與應收帳款積壓嚴重，週轉率偏低，營運資金管理明顯不佳，且獲利能力下滑，資產報酬率、股東權益報酬率均低於標準。最重要的風險在於營運效率與資金回收，建議加強存貨管理、提升應收帳款回收效率，並積極改善獲利能力，以降低營運資金積壓與獲利下滑的風險。
2025Q4,2489,瑞軒科技,2,,,,,,,45,黃燈,"短期償債能力極佳（流動比、速動比、現金比、負債比率皆優於標準），顯示公司資金安全。
獲利能力指標（每股盈餘、營業利益率、毛利率、稅後淨利率、資產報酬率）多數低於標準，顯示獲利能力弱。
營運效率指標（存貨週轉率、應收帳款週轉率、總資產週轉率）皆低於標準，反映營運效率有待改善。
現金流量比為負數，且存貨、應收帳款占比高，營運現金流壓力大，需注意資金流動風險。",雖然瑞軒科技在資本結構與短期償債能力表現優異，但獲利能力與營運效率明顯不足，現金流量亦出現負值，整體評分偏低，給予黃燈評等。,瑞軒科技公司目前財務結構穩健，短期償債能力強，負債壓力小，但獲利能力與營運效率低於產業標準，且現金流量為負，存貨與應收帳款占比過高，可能導致資金週轉困難。最重要的風險為營運現金流不足及獲利能力衰退，建議改善存貨管理、加速應收帳款回收、提升產品毛利率與營業獲利能力，以強化整體財務健康。
2025Q4,3564,其陽,2,,,,,,,43,黃燈,"償債能力尚可：流動比、速動比、現金比等短期償債指標皆優於標準，負債結構穩健。
獲利能力明顯不足：每股盈餘、營業利益率、稅後淨利率、資產報酬率等多項獲利指標遠低於標準，且盈餘大幅衰退。
營運效率偏弱：存貨與應收帳款佔營收比率過高，週轉率偏低，顯示資金被大量占用且流動性差。
現金流量壓力：現金流量比遠低於標準，營運現金流量不足以支應短期負債，須警惕資金調度風險。",其陽公司雖然短期償債能力與資本結構尚稱穩健，但獲利能力極為薄弱，且營運資金效率明顯不足，存貨與應收帳款壓力極大，現金流量亦顯現壓力，綜合評分偏低，給予黃燈警示。,其陽公司2025Q4財務結構短期償債能力尚可，但最大風險來自於獲利能力嚴重不足、營運資金效率低落（高存貨、高應收帳款、低週轉率）及現金流量不足。建議公司應積極改善存貨與應收帳款管理，加強現金流量控管，並提升營運效率與獲利能力，以避免未來出現流動性危機與長期獲利惡化的風險。
2025Q4,8068,全達,2,,,,,,,35,紅燈,"獲利能力指標（如每股稅後盈餘、稅後淨利率、營業利益率、資產報酬率等）皆呈現負值，顯示公司核心營運嚴重虧損。
現金流量比與利息保障倍數皆為負值，顯示公司現金流量與償債能力極度不足，短期財務壓力大。
應收帳款佔營收比率過高且週轉率偏低，收款風險大，可能導致資金回流困難。
部分資產與負債結構指標（如股東權益總額、負債總額、長期負債）優於標準，顯示資本結構尚穩，但無法彌補獲利與現金流的嚴重缺陷。",全達公司2025Q4財務指標多數劣於標準，尤其獲利能力、現金流量、收款效率皆極度不佳，僅資本結構尚穩。綜合評分為35分，屬於高風險狀態，需積極改善營運與現金流。,全達公司2025Q4財務狀況顯示最大風險在於營運獲利能力嚴重不足、現金流量負值及應收帳款過高，短期償債能力雖尚可，但若營運持續虧損，將導致現金流枯竭與資本結構惡化。建議公司應加強營運效率、降低存貨積壓、改善收款流程，並積極控管成本，提升獲利能力與現金流量，以降低財務風險。
2025Q4,3437,榮創,2,,,,,,,38,紅燈,"獲利能力指標全面低於標準（如營業利益率、稅後淨利率、每股盈餘、資產報酬率、股東權益報酬率），顯示公司營運嚴重虧損。
收款效率與應收帳款佔營收比率極高，代表資金回收困難，現金流量比亦為負值，營運現金流嚴重不足。
短期償債能力與資本結構指標（流動比、速動比、現金比、股東權益總額、負債比率）均優於標準，顯示資本結構穩健，短期償債無虞。
存貨佔營收比率過高，固定資產及總資產週轉率偏低，資產運用效率不佳，庫存壓力大。",雖然資本結構與短期償債能力良好，但獲利能力與現金流量極差，應收帳款與庫存壓力大，導致整體評分偏低，故評分為38分，屬於高風險（紅燈）狀態。,榮創公司2025Q4財務狀況顯示，最大風險在於營運持續虧損、現金流量不足及應收帳款回收困難。雖然短期償債能力與資本結構穩健，但獲利能力嚴重惡化，且庫存與應收帳款積壓，若未改善營運效率與收款能力，將面臨現金流斷裂與資產減值風險。建議加強收款管理、降低庫存、提升營業獲利能力，並積極改善現金流量，以降低財務危機。
2025Q4,3325,旭品,2,,,,,,,32,紅燈,"獲利能力極差：包括每股稅後盈餘、營業利益率、稅後淨利率、股東權益報酬率、資產報酬率等多項指標均為負值，顯示公司持續虧損。
資金流動性壓力大：應收帳款佔營收比率極高、現金流量比過低，且存貨佔營收比率過高，顯示營運資金周轉困難。
負債結構有壓力：負債對淨值比率高於標準，短期負債比例接近上限，償債壓力不容忽視。
部分結構尚可：如固定資產週轉率、現金比、股東權益總額、長期負債比率等指標表現良好，資本結構尚有一定穩定性。",旭品公司2025Q4財務指標多數未達標準，特別是在獲利能力與營運現金流方面表現極差，僅有少數資本結構與資產運用指標尚可，整體財務風險極高，因此給予32分，屬於紅燈等級。,旭品公司2025Q4整體財務狀況不佳，最大風險來自於持續虧損、營運現金流緊張及應收帳款與存貨積壓嚴重，這將導致資金周轉困難，進一步影響公司正常營運。建議公司應積極改善營運效率，加強應收帳款管理、加速存貨去化，並尋求提升營業毛利率與降低營業成本，以改善獲利能力與現金流狀況，降低財務風險。
2025Q4,3630,新鉅科,2,,,,,,,48,黃燈,"短期償債能力指標（流動比、速動比、現金比、流動負債、負債總額、負債對淨值比率）均優於標準，顯示公司資本結構穩健，短期償債能力佳。
獲利能力指標（每股稅後盈餘、營業利益率、稅後淨利率、資產報酬率、股東權益報酬率、營業毛利率）多數遠低於標準，顯示公司營運及獲利能力極弱，營業虧損嚴重。
營運效率指標（存貨週轉率、應收帳款週轉率、總資產週轉率、固定資產週轉率）均低於標準，存貨及應收帳款積壓嚴重，營運資金回收效率差。
現金流量比與業外損益佔營收比率皆偏低或偏高，顯示公司營運現金流量不足，且業外損益波動大，非核心業務風險需注意。",雖然資本結構與短期償債能力優異，但獲利能力、營運效率及現金流量均明顯劣於標準，整體財務風險偏高，因此評分為48分，屬於黃燈區。,新鉅科公司2025Q4財務狀況顯示，雖然資本結構穩健、短期償債能力佳，負債壓力低，但營運及獲利能力極弱，存貨與應收帳款積壓嚴重，營運現金流量不足。最重要的風險在於公司營業虧損嚴重、資金回收效率差，若未改善營運效率與獲利能力，將導致現金流量惡化甚至資金斷鏈。建議公司加強存貨及應收帳款管理、提升產品競爭力、優化營運成本，並積極改善獲利能力與營運現金流，以降低財務風險。
2025Q4,2376,技嘉,2,,,,,,,58,黃燈,"流動比、現金比、利息保障倍數等短期償債能力指標表現優異，顯示公司短期資金調度能力強。
存貨佔營收比率、應收帳款佔營收比率偏高，存貨及應收帳款週轉率不佳，顯示資金占用壓力大。
負債對淨值比率及負債總額略高於標準，財務槓桿偏高，需注意財務結構風險。
獲利能力指標（營業毛利率、營業利益率、稅後淨利率）均低於標準，反映獲利空間有限，需提升營運效率。",技嘉公司在短期償債能力及部分資產運用效率方面表現良好，但存貨、應收帳款及獲利能力指標明顯落後，且負債負擔偏高，整體財務風險屬於中等偏高，評分為58分，屬於黃燈區間。,技嘉公司2025Q4財務結構顯示，雖然短期償債能力強，但存貨及應收帳款佔比過高，資金被大量占用，且獲利能力偏弱，負債壓力偏高。最重要的風險在於營運資金管理及財務槓桿過高，建議公司加強存貨與應收帳款管理、提升營運效率，並適度降低負債比率，以降低整體財務風險。
2025Q4,3710,連展,2,,,,,,,25,紅燈,"償債能力極差：流動比、速動比、現金比、現金流量比皆明顯低於標準，短期償債壓力極大。
獲利能力嚴重不足：每股盈餘、稅後淨利率、營業利益率、資產報酬率、股東權益報酬率等均為負值，顯示公司處於虧損狀態。
財務結構惡化：負債對淨值比率、負債總額、股東權益總額等指標顯示財務槓桿過高，資本結構失衡。
營運現金流與應收帳款風險：應收帳款佔營收比率極高且週轉率低，現金流量比為負，顯示現金流壓力巨大，資金鏈緊張。",連展公司2025Q4在25項財務指標中僅2項優於或符合標準，其餘多數指標明顯劣於一般標準，顯示公司短期及長期財務風險極高，獲利與現金流狀況惡化，整體評分僅25分，屬於高風險紅燈區。,連展公司2025Q4財務狀況極為嚴峻，最主要風險在於短期償債能力嚴重不足與現金流量赤字，應收帳款過高導致現金回收困難，加上連續虧損與高負債比，可能面臨資金斷鏈與債務違約風險。建議公司立即加強應收帳款管理、加速存貨去化、嚴控成本開支、積極尋求資本增補或重整財務結構，以降低財務槓桿並恢復現金流穩定，避免進一步惡化。
2025Q4,6153,嘉聯益,2,,,,,,,33,紅燈,"獲利能力指標（如稅後淨利率、營業利益率、每股稅後盈餘等）皆遠低於標準，顯示公司營運嚴重虧損。
資產運用效率（如總資產週轉率、固定資產週轉率）明顯低於標準，資產未能有效創造收益。
收款效率極差（應收帳款佔營收比率高、週轉率低），資金回收困難，增加流動性風險。
償債能力雖符合標準（流動比、速動比、現金比等），但現金流量無法彌補獲利與營運虧損，整體財務結構仍有重大隱憂。",嘉聯益公司在獲利能力、資產運用、收款效率等核心指標皆明顯劣於標準，雖現金與償債能力尚可，但無法掩蓋營運虧損與資金回收困難，故評分僅33分，屬於高風險紅燈。,嘉聯益公司2025Q4財務風險極高，營業與獲利能力嚴重虧損，資產運用效率低，應收帳款回收困難，業外損失大幅拖累整體財務表現。最重要的風險為營運虧損與資金回收問題，建議公司優先改善營運效率、加強收款管理、降低存貨積壓，並積極檢討業外損失來源，提升獲利能力與現金流量，否則將面臨持續虧損與資金斷鏈的危機。
2025Q4,6158,禾昌,2,,,,,,,27,紅燈,"獲利能力指標（如每股稅後盈餘、營業利益率、稅後淨利率、資產報酬率等）皆為負值，顯示公司營運虧損嚴重。
流動性與收款能力指標（如存貨佔營收比率、應收帳款佔營收比率、存貨週轉率、應收帳款週轉率）皆顯著劣於標準，資金回收困難。
償債能力指標（如流動比、速動比、現金流量比）多數低於標準，短期償債能力不足。
資本結構尚可（股東權益總額、負債總額、長期負債），但無法彌補營運虧損及流動性風險。",根據25項財務指標，禾昌公司僅有少數指標優於或符合標準，大部分指標顯著劣於一般標準，特別是獲利能力、流動性與收款效率，整體財務風險極高，因此評分為27分，屬於紅燈區。,禾昌公司2025Q4財務狀況極為嚴峻，最主要風險在於營運虧損與資金流動性不足。獲利能力全面衰退，且存貨及應收帳款積壓嚴重，現金流量不足以支撐短期償債需求。建議公司應積極改善營運效率，強化收款管理，降低存貨與應收帳款積壓，並檢討成本結構以提升獲利能力，否則將面臨資金斷鏈與持續虧損的重大危機。
2025Q4,4999,鑫禾,2,,,,,,,38,紅燈,"獲利能力極差：利息保障倍數、每股稅後盈餘、營業利益率、稅後淨利率等多項指標均為負，顯示公司營運持續虧損。
資產運用效率低落：固定資產週轉率、存貨週轉率、總資產週轉率皆低於標準，存貨及應收帳款積壓嚴重。
現金及短期償債能力強：流動比、速動比、現金比均遠高於標準，短期償債風險低。
資本結構穩健但經營惡化：負債比率低、股東權益高，但獲利與現金流量表現不佳，經營風險高。",鑫禾公司雖然短期償債能力及資本結構良好，但獲利能力嚴重不足，存貨與應收帳款積壓，現金流量弱，整體財務風險偏高，因此評分僅38分，屬於紅燈區間，須立即改善營運。,鑫禾公司2025Q4財務狀況顯示，最嚴重的風險為獲利能力不足及營運現金流量偏低。公司存貨與應收帳款積壓，顯示產品去化及收現困難，導致經營現金流緊縮。雖然短期償債能力與資本結構良好，但若無法提升銷售效率與回收現金，將持續惡化營運。建議加強存貨管理、提升應收帳款回收效率、控管成本並積極開拓市場，以改善獲利與現金流，降低財務風險。
